source_analysis_id,source_id,candidate_id,topic_id,substantive_summary,policy_positions,ideology_signals,chronology_summary,evidence_state,source_ids,claim_ids
source-analysis-src-20260418-sondra-profile,src-20260418-sondra-profile,sondra-macollins,controversias-publicas|defensa,"La fuente RTVC Noticias aporta evidencia sobre Controversias públicas, Defensa y soberanía. En términos sustantivos, registra: Abogada penalista con alta exposición por defensas judiciales de alto perfil..",Abogada penalista con alta exposición por defensas judiciales de alto perfil.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Abogada penalista con alta exposición por defensas judiciales de alto perfil.,trazable_con_cautela,src-20260418-sondra-profile,claim-20260418-sondra-bio|src-20260418-sondra-profile-claim-1|src-20260418-sondra-profile-claim-2
source-analysis-src-20260419-abelardo-debate-elpais,src-20260419-abelardo-debate-elpais,abelardo-de-la-espriella,vida-publica|reforma-politica,"La fuente EL PAÍS aporta evidencia sobre Vida pública y trayectoria, Reforma política. En términos sustantivos, registra: Abelardo de la Espriella aceptó el reto de debate lanzado por Cepeda. | EL PAÍS reporta que Abelardo de la Espriella aceptó el reto y pidió que los medios organicen pronto el debate. | EL PAÍS reporta que Abelardo de la Espriella aceptó el reto y pidió que los medios organicen pronto el debate.",Abelardo de la Espriella aceptó el reto de debate lanzado por Cepeda. | EL PAÍS reporta que Abelardo de la Espriella aceptó el reto y pidió que los medios organicen pronto el debate. | EL PAÍS reporta que Abelardo de la Espriella aceptó el reto y pidió que los medios organicen pronto el debate,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",EL PAÍS reporta que Abelardo de la Espriella aceptó el reto y pidió que los medios organicen pronto el debate,trazable_con_cautela,src-20260419-abelardo-debate-elpais,claim-20260419-abelardo-acepta-debate|src-20260419-abelardo-debate-elpais-claim-1|src-20260419-abelardo-debate-elpais-claim-2
source-analysis-src-20260419-claudia-energia-elpais,src-20260419-claudia-energia-elpais,claudia-lopez,agua-ambiente|vida-publica|trayectoria-publica,"La fuente EL PAÍS aporta evidencia sobre Agua y ambiente, Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: EL PAÍS recoge que López quiere incorporar a las comunidades con licenciamiento social y sacar a los criminales de la minería. | En el foro energético, Claudia López defendió formalizar la relación entre minería y comunidades..","EL PAÍS recoge que López quiere incorporar a las comunidades con licenciamiento social y sacar a los criminales de la minería. | En el foro energético, Claudia López defendió formalizar la relación entre minería y comunidades.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",EL PAÍS recoge que López quiere incorporar a las comunidades con licenciamiento social y sacar a los criminales de la minería.,trazable_con_cautela,src-20260419-claudia-energia-elpais,claim-20260419-claudia-mineria-social|src-20260419-claudia-energia-elpais-claim-1|src-20260419-claudia-energia-elpais-claim-2
source-analysis-src-20260419-ivan-debate-elpais,src-20260419-ivan-debate-elpais,ivan-cepeda,vida-publica|trayectoria-publica,"La fuente EL PAÍS aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: Cepeda giró su estrategia y retó a Paloma Valencia y Abelardo de la Espriella a debatir. | EL PAÍS reporta que Cepeda retó a Paloma Valencia y Abelardo de la Espriella a debatir sobre propuestas de fondo. | EL PAÍS reporta que Cepeda retó a Paloma Valencia y Abelardo de la Espriella a debatir sobre propuestas de fondo.",Cepeda giró su estrategia y retó a Paloma Valencia y Abelardo de la Espriella a debatir. | EL PAÍS reporta que Cepeda retó a Paloma Valencia y Abelardo de la Espriella a debatir sobre propuestas de fondo. | EL PAÍS reporta que Cepeda retó a Paloma Valencia y Abelardo de la Espriella a debatir sobre propuestas de fondo,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",EL PAÍS reporta que Cepeda retó a Paloma Valencia y Abelardo de la Espriella a debatir sobre propuestas de fondo,trazable_con_cautela,src-20260419-ivan-debate-elpais,claim-20260419-ivan-reto-debate|src-20260419-ivan-debate-elpais-claim-1|src-20260419-ivan-debate-elpais-claim-2
source-analysis-src-20260419-paloma-debate-elpais,src-20260419-paloma-debate-elpais,paloma-valencia,vida-publica|trayectoria-publica,"La fuente EL PAÍS aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: Paloma Valencia aceptó el reto de debate lanzado por Cepeda. | EL PAÍS reporta que Paloma Valencia aceptó el reto y pidió un moderador independiente y un canal nacional. | EL PAÍS reporta que Paloma Valencia aceptó el reto y pidió un moderador independiente y un canal nacional.",Paloma Valencia aceptó el reto de debate lanzado por Cepeda. | EL PAÍS reporta que Paloma Valencia aceptó el reto y pidió un moderador independiente y un canal nacional. | EL PAÍS reporta que Paloma Valencia aceptó el reto y pidió un moderador independiente y un canal nacional,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",EL PAÍS reporta que Paloma Valencia aceptó el reto y pidió un moderador independiente y un canal nacional,trazable_con_cautela,src-20260419-paloma-debate-elpais,claim-20260419-paloma-acepta-debate|src-20260419-paloma-debate-elpais-claim-1|src-20260419-paloma-debate-elpais-claim-2
source-analysis-src-20260419-paloma-energia-elpais,src-20260419-paloma-energia-elpais,paloma-valencia,transicion-energetica|trayectoria-publica,"La fuente EL PAÍS aporta evidencia sobre Transición energética, Trayectoria pública. En términos sustantivos, registra: En el foro de Cartagena, Paloma Valencia insistió en reactivar la oferta energética..","En el foro de Cartagena, Paloma Valencia insistió en reactivar la oferta energética.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","En el foro de Cartagena, Paloma Valencia insistió en reactivar la oferta energética.",trazable_con_cautela,src-20260419-paloma-energia-elpais,claim-20260419-paloma-energia-foro|src-20260419-paloma-energia-elpais-claim-1|src-20260419-paloma-energia-elpais-claim-2
source-analysis-src-20260419-sergio-debate-elpais,src-20260419-sergio-debate-elpais,sergio-fajardo,vida-publica|trayectoria-publica,"La fuente EL PAÍS aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: Fajardo aprovechó el reto de Cepeda para reiterar que quiere estar en los debates de fondo. | EL PAÍS reporta que Fajardo dijo estar listo para debatir y pidió incluir a quienes no representan la polarización Petro-Uribe. | EL PAÍS reporta que Fajardo dijo estar listo para debatir y pidió incluir a quienes no representan la polarización Petro-Uribe.",Fajardo aprovechó el reto de Cepeda para reiterar que quiere estar en los debates de fondo. | EL PAÍS reporta que Fajardo dijo estar listo para debatir y pidió incluir a quienes no representan la polarización Petro-Uribe. | EL PAÍS reporta que Fajardo dijo estar listo para debatir y pidió incluir a quienes no representan la polarización Petro-Uribe,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",EL PAÍS reporta que Fajardo dijo estar listo para debatir y pidió incluir a quienes no representan la polarización Petro-Uribe,trazable_con_cautela,src-20260419-sergio-debate-elpais,claim-20260419-fajardo-listo-debate|src-20260419-sergio-debate-elpais-claim-1|src-20260419-sergio-debate-elpais-claim-2
source-analysis-src-20260419-sergio-energia-elpais,src-20260419-sergio-energia-elpais,sergio-fajardo,transicion-energetica|trayectoria-publica,"La fuente EL PAÍS aporta evidencia sobre Transición energética, Trayectoria pública. En términos sustantivos, registra: Fajardo vinculó la agenda energética con sostenibilidad y control criminal..",Fajardo vinculó la agenda energética con sostenibilidad y control criminal.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Fajardo vinculó la agenda energética con sostenibilidad y control criminal.,trazable_con_cautela,src-20260419-sergio-energia-elpais,claim-20260419-sergio-energia-legalidad|src-20260419-sergio-energia-elpais-claim-1|src-20260419-sergio-energia-elpais-claim-2
source-analysis-src-20260420-abelardo-program-pdf,src-20260420-abelardo-program-pdf,abelardo-de-la-espriella,vida-publica|trayectoria-publica,"La fuente Defensores de la Patria aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: PRESIDENTE 2026 - 2030 EL MILAGRO DE LOS NUNCA PRIMERAS 13 PROPUESTAS PARA RECONSTRUIR LA PATRIA MILAGRO ¡ESTO SOMOS NOSOTROS! LOS QUE NUNCA NOS HEMOS ROBADO UN PESO DE LA PLATA....",PRESIDENTE 2026 - 2030 EL MILAGRO DE LOS NUNCA PRIMERAS 13 PROPUESTAS PARA RECONSTRUIR LA PATRIA MILAGRO ¡ESTO SOMOS NOSOTROS! LOS QUE NUNCA NOS HEMOS ROBADO UN PESO DE LA PLATA...,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",PRESIDENTE 2026 - 2030 EL MILAGRO DE LOS NUNCA PRIMERAS 13 PROPUESTAS PARA RECONSTRUIR LA PATRIA MILAGRO ¡ESTO SOMOS NOSOTROS! LOS QUE NUNCA NOS HEMOS ROBADO UN PESO DE LA PLATA...,trazable_con_cautela,src-20260420-abelardo-program-pdf,src-20260420-abelardo-program-pdf-claim-1|src-20260420-abelardo-program-pdf-claim-2|src-20260420-abelardo-program-pdf-claim-3
source-analysis-src-20260420-claudia-program-pdf,src-20260420-claudia-program-pdf,claudia-lopez,fiscal,"La fuente Claudia López aporta evidencia sobre Fiscal. En términos sustantivos, registra: 1 2 3 4 5 ¿QUIÉNES SOMOS? Las mayorías de Colombia no son ‘de izquierda’, ‘de derecha’ o ‘de centro’. Esa es una falsa divi- sión. Las mayorías somos gente buena, honra- da y tr....","1 2 3 4 5 ¿QUIÉNES SOMOS? Las mayorías de Colombia no son ‘de izquierda’, ‘de derecha’ o ‘de centro’. Esa es una falsa divi- sión. Las mayorías somos gente buena, honra- da y tr...","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","1 2 3 4 5 ¿QUIÉNES SOMOS? Las mayorías de Colombia no son ‘de izquierda’, ‘de derecha’ o ‘de centro’. Esa es una falsa divi- sión. Las mayorías somos gente buena, honra- da y tr...",trazable_con_cautela,src-20260420-claudia-program-pdf,src-20260420-claudia-program-pdf-claim-1
source-analysis-src-20260420-fajardo-program-pdf,src-20260420-fajardo-program-pdf,sergio-fajardo,fiscal,"La fuente Sergio Fajardo aporta evidencia sobre Fiscal. En términos sustantivos, registra: Aquí empieza la construcción de la Colombia que necesitamos.",Aquí empieza la construcción de la Colombia que necesitamos,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Aquí empieza la construcción de la Colombia que necesitamos,trazable_con_cautela,src-20260420-fajardo-program-pdf,src-20260420-fajardo-program-pdf-claim-1
source-analysis-src-20260420-ivan-program-pdf,src-20260420-ivan-program-pdf,ivan-cepeda,fiscal,"La fuente Pacto Histórico aporta evidencia sobre Fiscal. En términos sustantivos, registra: EL CAMBIO Sí SE SIENTE, Y SE DEFIENDE VOTANDO Vota 31 de mayo 2 Ni un paso atrás 5 cosas en común entre Iván Cepeda y Aida Quilqué 5 Ambos participaron del Acuerdo de Paz con la....","EL CAMBIO Sí SE SIENTE, Y SE DEFIENDE VOTANDO Vota 31 de mayo 2 Ni un paso atrás 5 cosas en común entre Iván Cepeda y Aida Quilqué 5 Ambos participaron del Acuerdo de Paz con la...","seguridad, justicia y paz","EL CAMBIO Sí SE SIENTE, Y SE DEFIENDE VOTANDO Vota 31 de mayo 2 Ni un paso atrás 5 cosas en común entre Iván Cepeda y Aida Quilqué 5 Ambos participaron del Acuerdo de Paz con la...",trazable_con_cautela,src-20260420-ivan-program-pdf,src-20260420-ivan-program-pdf-claim-1
source-analysis-src-20260420-murillo-program-home,src-20260420-murillo-program-home,luis-gilberto-murillo,vida-publica|trayectoria-publica,"La fuente Murillo presidente aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: Ha sido gobernador, ministro, embajador y consultor internacional, siempre con un sello claro: impulsar la equidad en las regiones, el respeto y la sostenibilidad ambiental, y la paz en los territorios | Sitio oficial accesible en HTML; se convirtió con MarkItDown desde la portada que enlaza categorías programáticas y recursos de campaña..","Ha sido gobernador, ministro, embajador y consultor internacional, siempre con un sello claro: impulsar la equidad en las regiones, el respeto y la sostenibilidad ambiental, y la paz en los territorios | Sitio oficial accesible en HTML; se convirtió con MarkItDown desde la portada que enlaza categorías programáticas y recursos de campaña.","seguridad, justicia y paz","Ha sido gobernador, ministro, embajador y consultor internacional, siempre con un sello claro: impulsar la equidad en las regiones, el respeto y la sostenibilidad ambiental, y la paz en los territorios",trazable_con_cautela,src-20260420-murillo-program-home,src-20260420-murillo-program-home-claim-1|src-20260420-murillo-program-home-claim-2|src-20260420-murillo-program-home-claim-3
source-analysis-src-20260420-paloma-program-pdf,src-20260420-paloma-program-pdf,paloma-valencia,vida-publica|trayectoria-publica,"La fuente Paloma Valencia aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: 111PUNTOS DEL PLAN DE GOBIERNO Paloma Valencia y Juan Daniel Oviedo Firmeza para estabilizar · Corazón para transformar ·Visión para el futuro Colombia Más Grande · 2026 NUESTRO... | La fuente aporta información pública trazable sobre la candidatura..",111PUNTOS DEL PLAN DE GOBIERNO Paloma Valencia y Juan Daniel Oviedo Firmeza para estabilizar · Corazón para transformar ·Visión para el futuro Colombia Más Grande · 2026 NUESTRO... | La fuente aporta información pública trazable sobre la candidatura.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",111PUNTOS DEL PLAN DE GOBIERNO Paloma Valencia y Juan Daniel Oviedo Firmeza para estabilizar · Corazón para transformar ·Visión para el futuro Colombia Más Grande · 2026 NUESTRO...,trazable_con_cautela,src-20260420-paloma-program-pdf,src-20260420-paloma-program-pdf-claim-1|src-20260420-paloma-program-pdf-claim-2|src-20260420-paloma-program-pdf-claim-3
source-analysis-src-20260421-ivan-vanguardia,src-20260421-ivan-vanguardia,ivan-cepeda,reforma-politica,"La fuente Vanguardia aporta evidencia sobre Reforma política. En términos sustantivos, registra: Anuncio que asistira a debates presidenciales y reto a Paloma Valencia y Abelardo de la Espriella a debatir propuestas de fondo. | Anuncio que asistira a debates presidenciales y reto a Paloma Valencia y Abelardo de la Espriella a debatir propuestas de fondo.",Anuncio que asistira a debates presidenciales y reto a Paloma Valencia y Abelardo de la Espriella a debatir propuestas de fondo. | Anuncio que asistira a debates presidenciales y reto a Paloma Valencia y Abelardo de la Espriella a debatir propuestas de fondo,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Anuncio que asistira a debates presidenciales y reto a Paloma Valencia y Abelardo de la Espriella a debatir propuestas de fondo.,trazable_con_cautela,src-20260421-ivan-vanguardia,src-20260421-ivan-vanguardia-claim-1|src-20260421-ivan-vanguardia-claim-2
source-analysis-src-20260421-murillo-tiempo,src-20260421-murillo-tiempo,luis-gilberto-murillo,relaciones-exteriores,"La fuente EL TIEMPO aporta evidencia sobre Relaciones exteriores. En términos sustantivos, registra: Defendio su gestion sobre pasaportes y planteo que su campaña busca representar a la Colombia olvidada..",Defendio su gestion sobre pasaportes y planteo que su campaña busca representar a la Colombia olvidada.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Defendio su gestion sobre pasaportes y planteo que su campaña busca representar a la Colombia olvidada.,trazable_con_cautela,src-20260421-murillo-tiempo,src-20260421-murillo-tiempo-claim-1|src-20260421-murillo-tiempo-claim-2
source-analysis-src-20260422-abelardo-infobae,src-20260422-abelardo-infobae,abelardo-de-la-espriella,reforma-politica,"La fuente Infobae aporta evidencia sobre Reforma política. En términos sustantivos, registra: Abelardo de la Espriella planteo limitar los debates a quienes considera con mayores opciones y dijo que incluir a todos impediria un debate de fondo..",Abelardo de la Espriella planteo limitar los debates a quienes considera con mayores opciones y dijo que incluir a todos impediria un debate de fondo.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Abelardo de la Espriella planteo limitar los debates a quienes considera con mayores opciones y dijo que incluir a todos impediria un debate de fondo.,trazable_con_cautela,src-20260422-abelardo-infobae,src-20260422-abelardo-infobae-claim-1|src-20260422-abelardo-infobae-claim-2
source-analysis-src-20260422-claudia-infobae,src-20260422-claudia-infobae,claudia-lopez,vida-publica|trayectoria-publica,"La fuente Infobae aporta evidencia sobre Vida pública y trayectoria, Trayectoria pública. En términos sustantivos, registra: Rechazo replicar el modelo Bukele en Colombia y sostuvo que la seguridad debe fortalecerse sin abusos ni falsos positivos..",Rechazo replicar el modelo Bukele en Colombia y sostuvo que la seguridad debe fortalecerse sin abusos ni falsos positivos.,"seguridad, justicia y paz",Rechazo replicar el modelo Bukele en Colombia y sostuvo que la seguridad debe fortalecerse sin abusos ni falsos positivos.,trazable_con_cautela,src-20260422-claudia-infobae,src-20260422-claudia-infobae-claim-1|src-20260422-claudia-infobae-claim-2
source-analysis-src-20260423-fajardo-espectador,src-20260423-fajardo-espectador,sergio-fajardo,seguridad-ciudadana,"La fuente EL ESPECTADOR aporta evidencia sobre Seguridad ciudadana. En términos sustantivos, registra: Planteo que la criminalidad se ha expandido por el pais y cuestiono que la campaña siga atrapada en la polarizacion en vez de discutir propuestas..",Planteo que la criminalidad se ha expandido por el pais y cuestiono que la campaña siga atrapada en la polarizacion en vez de discutir propuestas.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Planteo que la criminalidad se ha expandido por el pais y cuestiono que la campaña siga atrapada en la polarizacion en vez de discutir propuestas.,trazable_con_cautela,src-20260423-fajardo-espectador,src-20260423-fajardo-espectador-claim-1|src-20260423-fajardo-espectador-claim-2
source-analysis-src-20260424-abelardo-colpensiones-elpais,src-20260424-abelardo-colpensiones-elpais,abelardo-de-la-espriella,pobreza-desigualdad,"La fuente EL PAÍS aporta evidencia sobre Pobreza, desigualdad y protección social. En términos sustantivos, registra: Anuncia una demanda y solicitud de suspension provisional contra el decreto que ordena trasladar recursos desde fondos privados a Colpensiones..",Anuncia una demanda y solicitud de suspension provisional contra el decreto que ordena trasladar recursos desde fondos privados a Colpensiones.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Anuncia una demanda y solicitud de suspension provisional contra el decreto que ordena trasladar recursos desde fondos privados a Colpensiones.,trazable_con_cautela,src-20260424-abelardo-colpensiones-elpais,src-20260424-abelardo-colpensiones-elpais-claim-1
source-analysis-src-20260424-claudia-debates-elpais,src-20260424-claudia-debates-elpais,claudia-lopez,instituciones-anticorrupcion,"La fuente EL PAÍS aporta evidencia sobre Instituciones y anticorrupción. En términos sustantivos, registra: Solicita que las autoridades electorales organicen tres debates de una hora con todos los candidatos presidenciales..",Solicita que las autoridades electorales organicen tres debates de una hora con todos los candidatos presidenciales.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Solicita que las autoridades electorales organicen tres debates de una hora con todos los candidatos presidenciales.,trazable_con_cautela,src-20260424-claudia-debates-elpais,src-20260424-claudia-debates-elpais-claim-1
source-analysis-src-20260424-paloma-seguridad-elpais,src-20260424-paloma-seguridad-elpais,paloma-valencia,seguridad-justicia,"La fuente EL PAÍS aporta evidencia sobre Seguridad y justicia. En términos sustantivos, registra: Propone reactivar las ordenes de captura contra criminales nombrados gestores de paz como primer decreto de gobierno..",Propone reactivar las ordenes de captura contra criminales nombrados gestores de paz como primer decreto de gobierno.,"seguridad, justicia y paz",Propone reactivar las ordenes de captura contra criminales nombrados gestores de paz como primer decreto de gobierno.,trazable_con_cautela,src-20260424-paloma-seguridad-elpais,src-20260424-paloma-seguridad-elpais-claim-1
source-analysis-src-20260501-ivan-constituyente-elpais,src-20260501-ivan-constituyente-elpais,ivan-cepeda,instituciones-anticorrupcion,"La fuente EL PAIS aporta evidencia sobre Instituciones y anticorrupción. En términos sustantivos, registra: Prioriza un acuerdo nacional para tramitar reformas por el Congreso y no presenta la Constituyente como bandera central de su campaña..",Prioriza un acuerdo nacional para tramitar reformas por el Congreso y no presenta la Constituyente como bandera central de su campaña.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Prioriza un acuerdo nacional para tramitar reformas por el Congreso y no presenta la Constituyente como bandera central de su campaña.,trazable_con_cautela,src-20260501-ivan-constituyente-elpais,src-20260501-ivan-constituyente-elpais-claim-1
source-analysis-src-20260501-murillo-coordinacion-territorial-elcolombiano,src-20260501-murillo-coordinacion-territorial-elcolombiano,luis-gilberto-murillo,instituciones-anticorrupcion,"La fuente El Colombiano aporta evidencia sobre Instituciones y anticorrupción. En términos sustantivos, registra: Propone crear un Consejo Nacional de Coordinacion Territorial con decisiones vinculantes entre presidente, gobernadores y alcaldes..","Propone crear un Consejo Nacional de Coordinacion Territorial con decisiones vinculantes entre presidente, gobernadores y alcaldes.",rol económico del Estado,"Propone crear un Consejo Nacional de Coordinacion Territorial con decisiones vinculantes entre presidente, gobernadores y alcaldes.",trazable_con_cautela,src-20260501-murillo-coordinacion-territorial-elcolombiano,src-20260501-murillo-coordinacion-territorial-elcolombiano-claim-1
source-analysis-src-20260501-paloma-seguridad-api,src-20260501-paloma-seguridad-api,paloma-valencia,seguridad-justicia,"La fuente Agencia Periodismo Investigativo aporta evidencia sobre Seguridad y justicia. En términos sustantivos, registra: Propone militarizar el corredor Cali-Popayan-Pasto-Rumichaca y reforzar el control carcelario como parte de su plan de seguridad..",Propone militarizar el corredor Cali-Popayan-Pasto-Rumichaca y reforzar el control carcelario como parte de su plan de seguridad.,"seguridad, justicia y paz",Propone militarizar el corredor Cali-Popayan-Pasto-Rumichaca y reforzar el control carcelario como parte de su plan de seguridad.,trazable_con_cautela,src-20260501-paloma-seguridad-api,src-20260501-paloma-seguridad-api-claim-1
source-analysis-src-20260502-ivan-trabajo-sindicatos-api,src-20260502-ivan-trabajo-sindicatos-api,ivan-cepeda,empleo-empresa,"La fuente Agencia Periodismo Investigativo aporta evidencia sobre Empleo y empresa. En términos sustantivos, registra: Se compromete a mantener concertacion permanente con las centrales obreras e impulsar un estatuto del trabajo con formalizacion justa, proteccion social y mejoras pensionales..","Se compromete a mantener concertacion permanente con las centrales obreras e impulsar un estatuto del trabajo con formalizacion justa, proteccion social y mejoras pensionales.",relación Estado-mercado,"Se compromete a mantener concertacion permanente con las centrales obreras e impulsar un estatuto del trabajo con formalizacion justa, proteccion social y mejoras pensionales.",trazable_con_cautela,src-20260502-ivan-trabajo-sindicatos-api,src-20260502-ivan-trabajo-sindicatos-api-claim-1
source-analysis-src-20260502-paloma-meta-infraestructura-api,src-20260502-paloma-meta-infraestructura-api,paloma-valencia,vivienda-infraestructura,"La fuente Agencia Periodismo Investigativo aporta evidencia sobre Vivienda e infraestructura. En términos sustantivos, registra: Prioriza resolver la Via al Llano con una nueva concesion integral, intervencion de mas de 100 puntos criticos y una ruta alterna por el Sisga..","Prioriza resolver la Via al Llano con una nueva concesion integral, intervencion de mas de 100 puntos criticos y una ruta alterna por el Sisga.",relación Estado-mercado,"Prioriza resolver la Via al Llano con una nueva concesion integral, intervencion de mas de 100 puntos criticos y una ruta alterna por el Sisga.",trazable_con_cautela,src-20260502-paloma-meta-infraestructura-api,src-20260502-paloma-meta-infraestructura-api-claim-1
source-analysis-src-20260506-fajardo-educacion-elpais,src-20260506-fajardo-educacion-elpais,sergio-fajardo,educacion,"La fuente EL PAIS America Colombia aporta evidencia sobre Educación. En términos sustantivos, registra: Presenta un plan educativo de cinco puntos con cobertura plena de educacion inicial, arte escolar, fortalecimiento de ICETEX, apoyo a docentes y seguimiento tecnico..","Presenta un plan educativo de cinco puntos con cobertura plena de educacion inicial, arte escolar, fortalecimiento de ICETEX, apoyo a docentes y seguimiento tecnico.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","Presenta un plan educativo de cinco puntos con cobertura plena de educacion inicial, arte escolar, fortalecimiento de ICETEX, apoyo a docentes y seguimiento tecnico.",trazable_con_cautela,src-20260506-fajardo-educacion-elpais,src-20260506-fajardo-educacion-elpais-claim-1
source-analysis-src-20260506-murillo-retiro-cepeda-elpais,src-20260506-murillo-retiro-cepeda-elpais,luis-gilberto-murillo,vida-publica,"La fuente EL PAIS America Colombia aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Declina su candidatura presidencial y prepara su adhesion a la campaña de Ivan Cepeda..",Declina su candidatura presidencial y prepara su adhesion a la campaña de Ivan Cepeda.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Declina su candidatura presidencial y prepara su adhesion a la campaña de Ivan Cepeda.,trazable_con_cautela,src-20260506-murillo-retiro-cepeda-elpais,src-20260506-murillo-retiro-cepeda-elpais-claim-1
source-analysis-src-20260506-paloma-soat-regalias-bluradio,src-20260506-paloma-soat-regalias-bluradio,paloma-valencia,vivienda-infraestructura,"La fuente Blu Radio aporta evidencia sobre Vivienda e infraestructura. En términos sustantivos, registra: Propone que el Estado asuma el SOAT de motos hasta 250 cc y lo financie con regalías y recaudo..",Propone que el Estado asuma el SOAT de motos hasta 250 cc y lo financie con regalías y recaudo.,rol económico del Estado,Propone que el Estado asuma el SOAT de motos hasta 250 cc y lo financie con regalías y recaudo.,trazable_con_cautela,src-20260506-paloma-soat-regalias-bluradio,src-20260506-paloma-soat-regalias-bluradio-claim-1
source-analysis-src-20260507-abelardo-char-elpais,src-20260507-abelardo-char-elpais,abelardo-de-la-espriella,vida-publica,"La fuente EL PAIS aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: La familia Char prepara su respaldo oficial a la candidatura de Abelardo de la Espriella para fortalecerlo en el Caribe..",La familia Char prepara su respaldo oficial a la candidatura de Abelardo de la Espriella para fortalecerlo en el Caribe.,derechos y agenda social,La familia Char prepara su respaldo oficial a la candidatura de Abelardo de la Espriella para fortalecerlo en el Caribe.,trazable_con_cautela,src-20260507-abelardo-char-elpais,src-20260507-abelardo-char-elpais-claim-1
source-analysis-src-20260507-fajardo-seguridad-infobae,src-20260507-fajardo-seguridad-infobae,sergio-fajardo,seguridad-justicia,"La fuente Infobae aporta evidencia sobre Seguridad y justicia. En términos sustantivos, registra: Plantea un programa de Ciudades mas Seguras, un plan antiextorsion y presencia permanente del Estado en territorios criticos..","Plantea un programa de Ciudades mas Seguras, un plan antiextorsion y presencia permanente del Estado en territorios criticos.","rol económico del Estado, seguridad, justicia y paz","Plantea un programa de Ciudades mas Seguras, un plan antiextorsion y presencia permanente del Estado en territorios criticos.",trazable_con_cautela,src-20260507-fajardo-seguridad-infobae,src-20260507-fajardo-seguridad-infobae-claim-1
source-analysis-src-20260507-ivan-software-electoral-oficial,src-20260507-ivan-software-electoral-oficial,ivan-cepeda,instituciones-anticorrupcion,"La fuente Ivan Cepeda 2026 aporta evidencia sobre Instituciones y anticorrupción. En términos sustantivos, registra: Reclama una auditoria real del software electoral con acceso tecnico suficiente, trazabilidad del codigo y acompanamiento independiente..","Reclama una auditoria real del software electoral con acceso tecnico suficiente, trazabilidad del codigo y acompanamiento independiente.","La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.","Reclama una auditoria real del software electoral con acceso tecnico suficiente, trazabilidad del codigo y acompanamiento independiente.",trazable_con_cautela,src-20260507-ivan-software-electoral-oficial,src-20260507-ivan-software-electoral-oficial-claim-1
source-analysis-src-20260507-murillo-adhesion-cepeda-elpais,src-20260507-murillo-adhesion-cepeda-elpais,luis-gilberto-murillo,vida-publica,"La fuente EL PAIS aporta evidencia sobre Vida pública y trayectoria. En términos sustantivos, registra: Retira su aspiracion presidencial y se suma a la Alianza por la Vida de Ivan Cepeda..",Retira su aspiracion presidencial y se suma a la Alianza por la Vida de Ivan Cepeda.,"La fuente aporta contexto público, pero no deja una señal ideológica fuerte por sí sola.",Retira su aspiracion presidencial y se suma a la Alianza por la Vida de Ivan Cepeda.,trazable_con_cautela,src-20260507-murillo-adhesion-cepeda-elpais,src-20260507-murillo-adhesion-cepeda-elpais-claim-1
